31207,99996,1.0
31207,51012,1.0
31207,12416104,0.6666666666666666
31207,1182258,0.8
31207,13718033,0.8
31207,17249,0.6666666666666666
31207,91850,0.6666666666666666
31207,12465111,0.8
31207,12328829,0.6
31207,1141043,0.6
31207,29351,0.6
31207,33691,0.6
31207,607800,0.6
31207,33858,0.6
31207,813202,0.6
31207,197173,0.6
31207,36653,0.6
31207,12202458,0.6
31207,12344308,0.6
13906488,97637,1.0
13906488,36733,1.0
13906488,41156,1.0
13906488,16465,1.0
13906488,16400,1.0
13906488,162047,1.0
13906488,99996,0.4
13906488,18095,1.0
13906488,14742,1.0
13906488,21612,1.0
13906488,51012,0.4
13906488,20593,1.0
13906488,16715,1.0
13906488,17163,1.0
13906488,21128,1.0
13906488,12056018,0.4
13906488,12251267,0.4
13906488,12279879,0.4
13906488,12302378,0.4
13906488,124970,0.25
97637,13906488,1.0
97637,36733,1.0
97637,41156,1.0
97637,16465,1.0
97637,16400,1.0
97637,162047,1.0
97637,99996,0.4
97637,18095,1.0
97637,14742,1.0
97637,21612,1.0
97637,51012,0.4
97637,20593,1.0
97637,16715,1.0
97637,17163,1.0
97637,21128,1.0
97637,12056018,0.4
97637,12251267,0.4
97637,12279879,0.4
97637,12302378,0.4
97637,124970,0.25
36733,13906488,1.0
36733,97637,1.0
36733,41156,1.0
36733,16465,1.0
36733,16400,1.0
36733,162047,1.0
36733,99996,0.4
36733,18095,1.0
36733,14742,1.0
36733,21612,1.0
36733,51012,0.4
36733,20593,1.0
36733,16715,1.0
36733,17163,1.0
36733,21128,1.0
36733,12056018,0.4
36733,12251267,0.4
36733,12279879,0.4
36733,12302378,0.4
36733,124970,0.25
41156,13906488,1.0
41156,97637,1.0
41156,36733,1.0
41156,16465,1.0
41156,16400,1.0
41156,162047,1.0
41156,99996,0.4
41156,18095,1.0
41156,14742,1.0
41156,21612,1.0
41156,51012,0.4
41156,20593,1.0
41156,16715,1.0
41156,17163,1.0
41156,21128,1.0
41156,12056018,0.4
41156,12251267,0.4
41156,12279879,0.4
41156,12302378,0.4
41156,124970,0.25
16465,13906488,1.0
16465,97637,1.0
16465,36733,1.0
16465,41156,1.0
16465,16400,1.0
16465,162047,1.0
16465,99996,0.4
16465,18095,1.0
16465,14742,1.0
16465,21612,1.0
16465,51012,0.4
16465,20593,1.0
16465,16715,1.0
16465,17163,1.0
16465,21128,1.0
16465,12056018,0.4
16465,12251267,0.4
16465,12279879,0.4
16465,12302378,0.4
16465,124970,0.25
